keep	question_id	topic_sim	orig_type	question	src_gold(참고: 이 답이 지문에 없어야 함)	context_head	검수사유
X	natua_table_lookup_finance-6801001	0.0275	table_lookup	멕시코의 세계 수출시장 점유 비율은 2014년에 몇 퍼센트야	2.3	□ 과세전적부심사 처리건수는 2009년과 2010년 각각 5,948건, 6,314건으로 확대된 이후 지속적으로 감소 추세임 (단위: 건, % 억 원)  [표 4] 과세전적부심사 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">통지 건수</td><td rowspan="2">처리대상 건수</td>	중복 질문 — 대표 1건 유지
X	natua_text_span_finance-7450838	0.0274	text_span	누가 스마트그리드는 ET와 IT가 융합된 형태라고 보고 있어	토마스 프리드만	(2) 출장형 센터에 편중된 이용 [표 2]의 스마트워크센터 이용 실적을 보면 각 센터별로 이용자 수와 이용률에 큰 차이를 보이고 있는 것으로 나타난다. 2014년 기준 이용률이 100%를 넘는 센터는 세종1청사, 서울청사, 서울역 센터로 나타나고 있는데 이들은 모두 출장형 센터라는 공통점이 있다. 과천청사 센터의 경우에도 전년 대비 이용률은 큰 폭으로 증	표면어/지시어 함정
X	natua_yes_no_finance-7212492	0.0273	yes_no	여성 근로자의 비율과 사업장의 크기는 성별 채용률의 격차 요소니	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이
O	natua_table_lookup_finance-7711717	0.027	table_lookup	지난해 이월된 건과 올해 접수된 건을 합한 2009년의 심판청구 처리대상건은 어떻게 돼	7,650	2000년대 중반 이후 신흥국의 고기술제품 수출이 점차 늘어나고 이에 필요한 노동집약적 제품 및 저·중간기술 제품의 자급률도 상승하는 등 신흥국과 선진국간 기술격차 축소 등으로 글로벌 생산분업은 확장세가 둔화되고 있다.  〈표 2〉 세계교역의 기술수준별 비중 <table><tbody><tr><td></td><td>연도</td><td>노동집약적</td><td	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7687134	0.027	yes_no	경력단절자 비율이 최저치인 지역은 제주니	Yes	(2) 2010년 확대실시 및 심사절차 교과부는 올해 9월 교장임용에서 768개교의 교장 결원 예정학교 가운데 56%인 436개교에서 초빙형 교장공모제를 실시하겠다고 발표하였다. 서울은 결원 학교수의 100%인 76개교에서 실시하였고, 인천은 약 67%, 그 밖의 지역은 약 50%에서 초빙형 교장공모제를 실시하였다. 교장공모 신청 결과 전국 평균경쟁률은 4	분야 상이
O	natua_numeric_reasoning_numeric-0b721653-e22f-4552-9b98-dbc9f62e0a9d	0.0269	numeric_reasoning	롯데하이마트와 씨에스윈드 중 목표주가가 더 높은 종목은 무엇인가?	롯데하이마트	게임기대주 크래프톤이 새해들어 주가 하락률 1위라는 불명예를 안았다. 크래프톤은 지난달 광주 대형 붕괴 사고를 낸 HDC현대산업개발보다 더 큰 하락폭을 보였다. 2일 한국거래소에 따르면 코스피에서 크래프톤 주가는 지난해 말 46만원에서 지난달 28일 27만4500원으로 새해들어 40.33%(18만5500원) 하락했다. 코스피 전 종목 가운데 지난 1월 하락	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7462588	0.0268	yes_no	연령상승에 따른 임금상승분은 비수도권과 수도권이 비슷했니	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-6776964	0.0265	table_lookup	하드웨어적 개발인 생활기반시설의 사업비에 얼마나 되는 국비가 포함되어 있어	290,186	다만 중국의 경우 기술을 선도하는 대기업이 휴대폰과 컴퓨터에 편중된 반면 우리나라는 반도체, 휴대폰, 디스플레이 등 다양한 분야에 퍼져있어 중국대비 강점을 가지고 있다.  〈표 12〉 전자산업내 국적별 대기업 현황 <table><tbody><tr><td>순위</td><td>기업</td><td>분야</td><td>국적</td></tr><tr><td>13</t	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7176565	0.0264	table_lookup	침수흔적 등의 조사를 방해한 사실이 3회 이상 적발되면 과태료로 얼마를 내야 해	500	◆ 중국의 핀테크산업이 빠르게 성장하면서 금융산업의 혁신을 가속화할 것으로 기대되고 있으나 아직 은행부문의 비효율성, 주식 및 채권시장의 미성숙, 그림자금융 누증 등이 지속 가. 현 황 □ 핀테크산업 발전으로 인터넷은행, 제3자 모바일 결제, P2P 대출 등의 금융부문이 단기간에 전통적 금융서비스를 빠르게 대체 ㅇ 2017.6월말 기준 인터넷 사용자 7.5	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711729	0.0262	table_lookup	감사원에 제출된 국세 관련 심사청구건 중 2013년에 취하된 건의 수는 어떻게 돼	20	다만 중국의 경우 기술을 선도하는 대기업이 휴대폰과 컴퓨터에 편중된 반면 우리나라는 반도체, 휴대폰, 디스플레이 등 다양한 분야에 퍼져있어 중국대비 강점을 가지고 있다.  〈표 12〉 전자산업내 국적별 대기업 현황 <table><tbody><tr><td>순위</td><td>기업</td><td>분야</td><td>국적</td></tr><tr><td>13</t	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-6802555	0.026	table_lookup	송금 및 결제 관련 핀테크 도입지수 2순위 국가는 어디야	인도	제19조(관할구역 등) ①지방국세청의 관할구역은 별표 1과 같다. ②지방국세청장 소속하에 두는 세무서의 명칭ㆍ위치 및 관할구역은 별표 2와 같다. ③세무서의 등급구분은 별표 3과 같다. ④세무서장 소속하에 두는 지서의 명칭ㆍ위치 및 관할구역은 별표 4와 같다.  [별표 4] 지서의 명칭ㆍ위치 및 관할구역(제19조제4항관련) <table><tbody><tr>	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212516	0.0251	yes_no	경기도의 청년층 경제활동참가율은 전국 평균 대비 높은 수준일까	Yes	(2) 영란은행법은 통화정책과 관련하여 영란은행의 목적은 물가안정 유지 및 정부의 경제정책 지원이라고 규정하면서 별도로 금융시스템의 안정성을 유지하고 제고하는데 기여하는 것이 영란은행의 목적이라고 명시하고 있다. 또한 금융안정 목적을 위하여 재무부 및 금융감독당국과 협력하여야 함을 규정하고 있다. 영란은행법 제2조A(금융안정목적) : (1) 영란은행의 목적	분야 상이
O	natua_table_lookup_finance-6802914	0.0249	table_lookup	한국에 ATM의 수는 인구 10만당 몇 대야	278.7	□ 감사원의 경우 2013년 기준 총 처리건수는 321건이며, 2012년 대비 총 접수건수는 증가하였으나, 처리건수는 감소하였으며 인용률 또한 전년대비 17%p 하락한 것으로 나타남 (단위: 건, %)  [표 8] 감사원 심사청구 처리 현황 <table><tbody><tr><td colspan="2" rowspan="2">구분</td><td rowspan=	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-6802911	0.0244	table_lookup	ATM은 일본에서 인구 10만당 몇 대나 있어	127.6	공사중단 원인은 부도(157곳), 자금 및 사업성 부족(180곳) 등 자금문제가 337곳으로 전체의 87%를 차지하고 있다. 예를 들면, 분양을 목적으로 착공하였으나 미분양 등으로 인해 대금회수가 어려워져 건축주가 건설사에 공사비를 지급하지 못함으로써 해당 공사가 중단되었다가, 이자 발생 등으로 채무금액이 증가하며 공사재개를 못하는 경우가 대표적이다.  [	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212467	0.0244	yes_no	육아휴직기간이 늘어나면서 독일 여성의 직장 복귀가 늦어지게 된 거지	Yes	1. 제정 배경과 경과 (1) 제정 배경 □ 싱가포르에서는 지점 간 여객운송(택시+승차공유, point-to-point passenger transport)이 크게 변화하면서 이에 대응하기 위하여 새로운 규제 프레임워크를 도입할 필요성이 제기됨 ○ 과거(2013년 이전)에는 지점 간 여객운송이 28,000여대의 택시만으로 주로 이루어졌고 관련 사업도 택시운	중복 질문 — 대표 1건 유지
X	natua_table_lookup_finance-6991857	0.0242	table_lookup	15년에 착오송금이 미반환된 금액은 얼마나 돼	90,065	공사중단 원인은 부도(157곳), 자금 및 사업성 부족(180곳) 등 자금문제가 337곳으로 전체의 87%를 차지하고 있다. 예를 들면, 분양을 목적으로 착공하였으나 미분양 등으로 인해 대금회수가 어려워져 건축주가 건설사에 공사비를 지급하지 못함으로써 해당 공사가 중단되었다가, 이자 발생 등으로 채무금액이 증가하며 공사재개를 못하는 경우가 대표적이다.  [	중복 질문 — 대표 1건 유지
X	natua_numeric_reasoning_numeric-67fbdd0e-921d-4d5a-811a-e082353363ef	0.0241	numeric_reasoning	팔팔의 매출은 에소메졸보다 얼마나 많은가?	700000000원	이는 최근 심해진 구직난에 희망하는 연봉 수준보다 낮은 연봉을 받더라도 우선 입사해 경력을 쌓고, 이직 시 몸값을 올리는 것이 낫다고 판단하는 구직자들이 많기 때문인 것으로 풀이된다. 그렇다면, 구직자들이 꿈꾸는 '꿈의 연봉'은 얼마일까. 일생 중 연봉이 가장 많을 때를 기준으로, 받고 싶은 금액은 평균 9549만 원으로 조사됐다. 이 역시 남성(1억134	분야 상이
O	natua_table_lookup_finance-7176563	0.0233	table_lookup	법 제6조의2제1항을 3회 이상 위반한 경우 얼마의 과태료가 부과되지	500	공사중단 원인은 부도(157곳), 자금 및 사업성 부족(180곳) 등 자금문제가 337곳으로 전체의 87%를 차지하고 있다. 예를 들면, 분양을 목적으로 착공하였으나 미분양 등으로 인해 대금회수가 어려워져 건축주가 건설사에 공사비를 지급하지 못함으로써 해당 공사가 중단되었다가, 이자 발생 등으로 채무금액이 증가하며 공사재개를 못하는 경우가 대표적이다.  [	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_table_lookup_finance-7711712	0.0227	table_lookup	전년이월건과 당해 접수건을 합산한 2009년 심판청구 처리대상 건수는 얼마지	7,650	한편 가공단계별로 보면, 중간재(부품과 반제품)의 경우는 우리나라의 대세계 경쟁력이 다소 강화되었다. 2005~13년중 반제품과 부품에서는 우리나라의 세계시장 점유율과 무역특화지수가 모두 상승한 반면 자본재 및 소비재에서는 모두 하락하였다.  〈표 7〉 가공단계별 시장점유율 변화 <table><tbody><tr><td></td><td>수출비중</td><td	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-7711761	0.0226	table_lookup	북광주세무서에 접수된 이의신청 현황에 따르면 기각으로 처리된 건은 얼마나 돼	9	다만 중국의 경우 기술을 선도하는 대기업이 휴대폰과 컴퓨터에 편중된 반면 우리나라는 반도체, 휴대폰, 디스플레이 등 다양한 분야에 퍼져있어 중국대비 강점을 가지고 있다.  〈표 12〉 전자산업내 국적별 대기업 현황 <table><tbody><tr><td>순위</td><td>기업</td><td>분야</td><td>국적</td></tr><tr><td>13</t	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_table_lookup_finance-6799948	0.0219	table_lookup	전자산업에서 173등인 엘지전자 기업의 국적은 어디야	한국	□ 권리보호요청은 다른 납세자 권익보호 제도보다 처리건수가 적은 편으로, 지방국세청 중에서는 서울지방국세청이 332건으로 가장 많으며, 대구지방국세청이 93건으로 가장 적은 것으로 나타남 (단위: 건)  [표 16] 2013년 중앙청･세무서별 권리보호요청 현황 <table><tbody><tr><td colspan="2" rowspan="2">구분</td><	상식으로 답 가능
X	natua_table_lookup_finance-7711780	0.0214	table_lookup	서울지방국세청에 권리보호요청건으로 접수되어 처리해야 할 대상은 몇 건이야	332	제19조(관할구역 등) ①지방국세청의 관할구역은 별표 1과 같다. ②지방국세청장 소속하에 두는 세무서의 명칭ㆍ위치 및 관할구역은 별표 2와 같다. ③세무서의 등급구분은 별표 3과 같다. ④세무서장 소속하에 두는 지서의 명칭ㆍ위치 및 관할구역은 별표 4와 같다.  [별표 4] 지서의 명칭ㆍ위치 및 관할구역(제19조제4항관련) <table><tbody><tr>	중복 질문 — 대표 1건 유지
